下务  1
下午  15
下半叶  2
下单  1
下卷  3
下压  1
下去  30
下及  3
下台  1
下合  2
下咽  4
下回分解  4
下图  2
下土  2
下坛  7
下垂  2
下城  5
下堂  5
下士  1
下处  2
下学期  2
下安  1
下定  4
下宛叶  1
下察  1
下寨  79
下少  1
下层  2
下属  2
下山  30
下川  1
下巴  4
下席  3
下床  1
下座  1
下得  2
下意识  5
下战书  9
下手  23
下报  1
下拜  2
下拜曰  1
下放  1
下救  1
下文  117
下方  1
下旬  1
下晓  1
下曰  9
下曲栏  1
下杠  1
下来  64
下桥  2
下楼  9
下楼去  1
下榻  2
下次  1
下殿  6
下毒  2
下民亦怨  1
下民畏  1
下水  7
下江  1
下河  2
下泪  6
下流  9
下流坯  1
下游  2
下溪  1
下滑  3
下狱  14
下献  1
下瑾  1
下用  2
下痢  1
下破  1
下移  2
下程普  1
下笔  2
下笔成文  1
下紧  1
下者  3
下者也  1
下肚  1
下脚  1
下腰  3
下至  3
下船  28
下药  2
下营  6
下落  9
下葬  1
下蒙上  1
下虐  1
下蛋  1
下行  3
下表  1
下观  1
下视  3
下计  2
下设  2
下课  4
下课时间  1
下课铃  2
下越  1
下足  1
下跌  2
下跪  1
下车  11
下边  1
下述  2
下闪出  1
下问  1
下阁  1
下阶  1
下阶喝  1
下阶曰  1
下降  7
下陵上替  1
下集  1
下雨  5
下面  10
下首  5
下马  142
下齐  1
不  1585
不一  5
不一会儿  30
不一合  2
不三叹  1
不上  3
不下  27
不世之功  1
不世之略  1
不丝  1
不严  2
不为  11
不为也  1
不为备  1
不为过  2
不主别  1
不举  1
不久  44
不久前  1
不义  10
不义耶  2
不乏  8
不乐  4
不乘  1
不习  1
不买  2
不乱  3
不了  10
不予  2
不争  7
不事  1
不二  2
不于  1
不亏  1
不亚  1
不亚于  4
不亚孙  1
不亡  2
不交  1
不亦善乎  2
不亦辱乎  2
不亲  1
不仁  9
不仁不义  1
不仁也  1
不仁伐  1
不仅仅  23
不仅如此  1
不从  5
不令  5
不以  17
不以为意  3
不伏  1
不伐  1
不休  1
不会  46
不伤  1
不似  5
不住  73
不佑  2
不作  9
不佳  1
不使  3
不侔  1
不依  3
不侵  1
不便  16
不俗  1
不保  1
不保矣  1
不信  20
不修  2
不俱刚  1
不候  2
不倦  3
不假思索  1
不偏不倚  1
不停  18
不像  2
不允  5
不先  1
不先报  1
不克  3
不克终  1
不克而还  1
不免  19
不入  7
不入流  1
不入虎穴  2
不全  2
不全是  2
不公  3
不共  3
不共戴天  6
不再  38
不决  8
不准  9
不减  4
不凡  1
不出  98
不击  1
不分  15
不分彼此  1
不分昼夜  2
不分胜负  23
不切实际  1
不利  35
不利于  5
不别治生  1
不到  61
不力  1
不办  1
不加  6
不加区分  1
不务  1
不动  32
不动声色  1
不助  3
不助己  1
不劳  3
不劳下  1
不劳多  1
不十  1
不十合  5
不单是  2
不博谋  1
不即  5
不压主  1
不厌  5
不厚  1
不去  9
不及  70
不及格  1
不发  6
不取  17
不受  19
不变  7
不叫  1
不可  492
不可不  32
不可企及  1
不可分割  1
不可否认  1
不可多得  2
不可思议  3
不可或缺  6
不可理喻  1
不可考  1
不可胜数  5
不可胜言  1
不可胜计  3
不可胜记  2
不可论证  1
不可违  3
不可逆转  2
不可造次  5
不可避免  9
不吃  2
不合  3
不合时宜  1
不吉之事  1
不同  174
不同于  6
不同点  1
不名  3
不向  2
不吝  2
不听  2
不吭声  2
不告  2
不周  1
不和者  1
不和耳  1
不响  1
不哭  1
不哭耳  1
不唯  1
不唱  1
不啻  2
不善  1
不喜  5
不回  5
不围  2
不固  1
不图  1
不在乎  2
不在意  4
不在话下  9
不坏  1
不坚  1
不坠  2
不堪  19
不堪一击  1
不声不响  1
不备  2
不复  12
不复存在  1
不复料  1
不复言  1
不外  1
不多  10
不多时  5
不多置  1
不多见  2
不够  20
不大  4
不大一样  1
不大可能  1
不太  11
不太像  1
不太准  1
不太好  1
不失  11
不奇  2
不奉吾旨  1
不奏  2
不好  14
不好办  1
不好意思  4
不如人意  1
不如意  6
不如说  3
不如说是  6
不妙  1
不妥  1
不妨  7
不存  2
不孝  2
不孝子  1
不学陶  1
不宁  7
不守  3
不安  31
不安分  1
不安定感  1
不定  22
不宜  25
不实  2
不害  2
不容  28
不容忽视  2
不密  3
不察之  1
不察也  1
不对头  1
不射  1
不尊  2
不小  12
不少  36
不尚  1
不尽  5
不尽人意  1
不尽相同  1
不屈  2
不屈不挠  3
不展  2
不差  2
不已  47
不带  1
不常  2
不干  3
不平  15
不幸  33
不幸遇难  1
不应  12
不废  1
不建  2
不建乎  1
不开  3
不异  1
不弃  11
不弟  1
不弱于  1
不弹  1
不归  3
不当  11
不往  6
不征  1
不待  6
不得  129
不得不  34
不得了  3
不得其所  1
不得善终  1
不得已  29
不得已而为之  1
不得志  1
不得要领  1
不必  67
不必要  2
不忆  1
不忍  41
不忒  1
不忘  2
不忘故旧  1
不忘族谊  1
不忠  4
不忠也  1
不忧  2
不忧乎  1
不快  5
不念  3
不忿  4
不怀好意  2
不怎么  2
不怕死  3
不思  13
不思共  1
不思进取  1
不思退  1
不急  1
不怨  1
不怯  3
不恐  1
不恤  2
不恨  4
不恪  1
不息  9
不悦  13
不悲  1
不惜  7
不惜牺牲  1
不惧  5
不惯  2
不想  77
不愁  1
不意  13
不愧  5
不愧为  4
不愿  16
不慌  1
不慌不忙  2
不慎  1
不懈  2
不懈努力  3
不成体统  1
不成形  2
不战  22
不战先  1
不战而退  4
不战自败  1
不才  2
不打紧  1
不折  2
不折不扣  1
不报  7
不披  1
不拔  1
不拘形迹  1
不招  2
不拜  1
不拟  1
不择  3
不振  1
不捉  2
不换  1
不捷  1
不接  2
不摘  1
不改  2
不改其乐  2
不攻  2
不放  5
不放过  1
不效  6
不敌  1
不救  5
不救你  1
不救兄  1
不教  1
不教吾以  1
不敢  254
不敢当  3
不敢肯定  1
不敢苟同  4
不敢造次  1
不散  3
不敬  1
不数合  14
不整  7
不敷  1
不料  8
不断  58
不断丰富  1
不断扩大  1
不断涌现  2
不断深入  1
不断进取  1
不施  1
不无  9
不无关系  1
不日  3
不日定  1
不早  4
不早了  4
不时  22
不明  23
不易  23
不是  232
不显  1
不显山不露水  1
不晓  7
不晤君颜  1
不智  4
不暇  2
不暗  1
不曾  56
不曾有过  2
不有  2
不服  37
不服气  1
不服水土  3
不望生  1
不朝  3
不期  12
不朽  13
不杀  10
不杂  2
不来  21
不来也  1
不来呢  1
不果  1
不染  1
不染瘴疫  1
不栖  1
不欲  1
不欲图  1
不欲灭  1
不止  26
不正  2
不此之图  1
不武  1
不死  7
不死不活  1
不毁  1
不毛  3
不毛之地  2
不气  2
不水食  1
不求  4
不求名  1
不求闻达  1
不汗  1
不沉  1
不泄  1
不法者  1
不泛  1
不洗  1
不流  2
不浅  4
不浅矣  1
不测  3
不济  6
不济事  2
不消  5
不消说  2
不涉  1
不深  1
不清  3
不渴  1
不湿  1
不滞阻  1
不满  7
不演  1
不灭  1
不灵  1
不烂  1
不烦  1
不烦斤  1
不熟  4
不爱  1
不爽  1
不犯  3
不狂  1
不理  8
不甘  3
不生  5
不用  52
不用说  2
不由  6
不由分说  1
不由得  3
不由自主  3
不畏  3
不留  9
不留心  1
不疑  11
不疑卿  1
不疾  1
不疾未  1
不相上下  1
不相容  4
不相容性  1
不相援  1
不相称  1
不省  3
不省人事  5
不看  3
不着  4
不着边际  1
不睦  5
不睬  2
不瞒你说  1
不知  261
不知下落  3
不知不觉  3
不知世务  1
不知去向  4
不知所云  1
不知疲倦  1
不知足  2
不破  2
不确定性  1
不祥  8
不祥之兆  5
不禁  6
不离  6
不私  1
不称  5
不称职  2
不移  4
不稳  2
不究  1
不穷  1
不空  2
不立  4
不站  1
不竭  3
不等  1
不答  15
不算  5
不管不顾  2
不管怎么  1
不类  1
不累  1
不约而同  2
不纳  4
不终  1
不绝  33
不继  6
不缺  2
不置褒贬  1
不美  4
不美哉  2
不羞  1
不群  2
不老  3
不耻下问  2
不肃  1
不肖  4
不肯  115
不背  1
不胜  42
不胜其任  1
不胜枚举  3
不胜酒力  2
不能  511
不能不  23
不能到达  1
不能自己  2
不能解救  1
不脱  2
不臣  3
不臣之心  2
不自  2
不至  6
不致  4
不致于  1
不舍  2
不舟  1
不良  2
不苟  1
不若  10
不若且  3
不若令  1
不若助  1
不若取  1
不若弃  2
不若急  1
不若降  2
不苦  1
不荐  1
不获  1
不落  2
不落言筌  1
不薄  2
不虞  4
不蠢  1
不行  23
不要  37
不要紧  1
不要脸  1
不见  143
不见得  1
不规则  2
不览  1
不觉  26
不解  8
不解之缘  1
不言  10
不言不语  1
不言则  1
不言而喻  4
不计  1
不计其数  25
不讨  2
不让  8
不记  1
不许  56
不论是  2
不设  4
不证  1
不识  22
不识主  1
不识人  2
不识时务  3
不识贤兄  1
不识鬼  1
不该  4
不语  11
不说  8
不读  1
不谈  1
不谋  1
不谋而合  3
不谐  2
不谙  2
不谢  1
不谬  1
不谷  1
不象  4
不负  14
不败  3
不费  1
不赏  1
不赞  1
不赶  3
不起  11
不趋  3
不足  62
不足与谋  2
不足为凭  1
不足为虑  4
不足介意  1
不足以  7
不足取  2
不足道  2
不车  1
不轻  3
不轻为  1
不辍  1
不辑  1
不辞  4
不辞也  1
不辨真伪  1
不辱  6
不达  1
不迁  1
不近情理  2
不还  3
不进  8
不远  35
不远处  5
不迟  4
不迭  3
不追  3
不退  6
不适  2
不逊  1
不通  8
不速  1
不速取  1
不逢  1
不逾距  1
不遂意  1
不遇  5
不遇空  1
不道德  1
不遣  1
不遣子  1
不避  2
不避斧钺  1
不避水火  1
不酬  1
不醉  2
不醒  1
不重  6
不量力  1
不错  7
不长  2
不间断  1
不闻  8
不闻乎  1
不闻施  1
不闻豫  1
不降  24
不除  1
不隐恶  1
不隔  1
不难  27
不难理解  6
不难看出  1
不雪  1
不震  1
不露  1
不顺  7
不须  26
不顾  16
不领  1
不题  2
不飞  2
不食  7
不饮  3
不饰  1
不饱则  1
不骄不躁  1
不验  1
不高  3
不鸣  2
不齐  2
与之  1
与人  1
与仁  1
与他  2
与众不同  1
与会  2
与会同志  1
与关  12
与兴  1
与其说  5
与其说是  5
与历  1
与命  1
与国  1
与备  1
与子丹  1
与子翼  2
与学  1
与尔  1
与尔蜜  1
与弟  3
与性  1
与我  1
与战  1
与日俱增  1
与术  1
与此相关  1
与此相反  1
与步  1
与民  1
与民除害  1
与汝兄  1
与泠  1
与济北  1
与物  1
与绍  1
与统  1
与翼  1
与艾  1
与虎添翼  3
与表  2
与许  1
与论  2
与语  1
与谋  1
与逊  2
与非  3
丐计  1
丑  4
丑恶  3
丑角  1
丑陋  4
专  11
专一  3
专业  8
专业书  1
专业书籍  1
专业化  1
专为  3
专之可  1
专之心  1
专人  2
专以  1
专以暴  1
专候  8
专共  1
专写  1
专制  8
专制主义  2
专务  3
专国  1
专好  2
专家  6
专家学者  2
专属  2
专工  1
专当  1
